build_y,year,month,day,dong,bo_price,mo_price,size,ji_code
2015,2019,1,1, 복대동,"     4,000",         0,20,43113
2011,2019,1,1, 복대동,"     4,000",         0,33,43113
,2019,1,2, 복대동,"     5,000",         0,27.56,43113
2012,2019,1,2, 복대동,"     5,000",         0,40,43113
2018,2019,1,2, 복대동,"     5,000",         0,20,43113
2001,2019,1,2, 복대동,"     5,000",         0,48.67,43113
2013,2019,1,2, 복대동,"     3,000",         0,25,43113
2019,2019,1,2, 복대동,"     1,000",        43,45,43113
2008,2019,1,3, 복대동,"     2,000",        19,26.4,43113
,2019,1,3, 복대동,"     6,000",         0,52.85,43113
2012,2019,1,3, 복대동,"     5,000",         0,31.3,43113
2018,2019,1,3, 복대동,"     7,000",         0,46.2,43113
2016,2019,1,3, 복대동,"     4,500",         0,30,43113
2018,2019,1,4, 복대동,"     9,000",         0,52.8,43113
2015,2019,1,4, 복대동,"     4,000",         0,25,43113
2004,2019,1,4, 복대동,"     3,600",         0,40,43113
2011,2019,1,4, 복대동,       300,        38,33,43113
2000,2019,1,4, 복대동,       100,        28,25,43113
2013,2019,1,4, 복대동,"     4,000",         0,18,43113
1990,2019,1,4, 복대동,"     9,000",         0,102.14,43113
2007,2019,1,5, 복대동,"     3,000",        25,33,43113
2018,2019,1,5, 복대동,"     3,000",        48,52.8,43113
2010,2019,1,5, 복대동,"     5,000",         0,20,43113
2000,2019,1,5, 복대동,"     4,000",         0,36.67,43113
2011,2019,1,5, 복대동,"     3,000",        25,42.9,43113
2010,2019,1,5, 복대동,"     4,100",         0,30,43113
2000,2019,1,6, 복대동,       200,        25,33.36,43113
2011,2019,1,6, 복대동,"     3,500",         0,33,43113
2013,2019,1,6, 복대동,"     4,000",         0,25,43113
2001,2019,1,7, 복대동,"     2,000",         0,31.5,43113
2012,2019,1,7, 복대동,"     4,000",         0,30.04,43113
2018,2019,1,7, 복대동,"     6,000",         0,33,43113
2014,2019,1,7, 복대동,"     3,700",         0,20,43113
2000,2019,1,8, 복대동,"     3,000",         0,20,43113
2014,2019,1,9, 복대동,"     3,000",         0,20,43113
2001,2019,1,9, 복대동,"     1,000",        20,25,43113
2014,2019,1,10, 복대동,"     3,000",         0,25,43113
2014,2019,1,10, 복대동,       200,        33,24,43113
2003,2019,1,10, 복대동,       300,        30,50,43113
2013,2019,1,10, 복대동,"     3,500",         0,20,43113
2018,2019,1,10, 복대동,"     4,500",         0,17.9,43113
2001,2019,1,10, 복대동,"     2,000",        10,30,43113
2000,2019,1,11, 복대동,"     2,700",         0,26.4,43113
2000,2019,1,11, 복대동,"     2,700",         0,26.4,43113
2013,2019,1,11, 복대동,"     4,000",         0,25,43113
2014,2019,1,11, 복대동,"     3,500",         0,25,43113
,2019,1,11, 복대동,"     3,000",         0,11.39,43113
2018,2019,1,12, 복대동,"     4,500",         0,25,43113
2001,2019,1,12, 복대동,"     4,500",         0,49,43113
2000,2019,1,12, 복대동,"     2,600",         0,30,43113
2014,2019,1,12, 복대동,"     6,000",         0,35,43113
2018,2019,1,12, 복대동,"     4,500",         0,30,43113
2014,2019,1,12, 복대동,"     3,500",         0,23,43113
2011,2019,1,12, 복대동,"     3,000",         0,30,43113
1996,2019,1,12, 복대동,"     3,000",         0,27,43113
2017,2019,1,13, 복대동,"     1,500",        45,39.6,43113
2011,2019,1,13, 복대동,"     3,000",         0,33,43113
2000,2019,1,13, 복대동,"     4,000",         0,30,43113
2017,2019,1,14, 복대동,"     5,000",         0,26.4,43113
2004,2019,1,15, 복대동,       500,        51,76.12,43113
2019,2019,1,15, 복대동,"     5,000",         0,33,43113
2001,2019,1,15, 복대동,"     2,000",         8,25,43113
2008,2019,1,15, 복대동,"    12,000",         0,107.8,43113
2007,2019,1,15, 복대동,"     4,000",         0,49,43113
1993,2019,1,15, 복대동,"     4,000",         0,60,43113
2014,2019,1,15, 복대동,"     3,500",         0,20,43113
2014,2019,1,15, 복대동,"     3,500",         0,25,43113
2019,2019,1,15, 복대동,       300,        35,25,43113
,2019,1,16, 복대동,"     2,000",         0,35.72,43113
2011,2019,1,17, 복대동,"     4,000",         0,30,43113
2002,2019,1,17, 복대동,"     3,000",         0,24.6,43113
2018,2019,1,17, 복대동,"     5,000",         0,20,43113
2001,2019,1,17, 복대동,       100,        24,20,43113
,2019,1,18, 복대동,"     6,000",         0,52.22,43113
2009,2019,1,18, 복대동,"     3,500",         0,36.03,43113
2004,2019,1,18, 복대동,       500,        25,20,43113
2011,2019,1,18, 복대동,       200,        31,25,43113
2007,2019,1,18, 복대동,       700,        33,30,43113
2007,2019,1,18, 복대동,"     6,500",         0,55.08,43113
2007,2019,1,18, 복대동,       700,        33,30,43113
2011,2019,1,19, 복대동,"     4,000",         0,33,43113
2011,2019,1,19, 복대동,"     4,000",         0,55,43113
2013,2019,1,19, 복대동,"     4,000",         0,30,43113
2012,2019,1,19, 복대동,"     4,000",         0,30,43113
2012,2019,1,19, 복대동,"     4,000",         0,19.83,43113
2007,2019,1,19, 복대동,"     4,300",         0,50,43113
1996,2019,1,19, 복대동,"     3,000",         0,23,43113
2014,2019,1,20, 복대동,"     3,200",         0,20,43113
2013,2019,1,20, 복대동,       200,        30,25,43113
2019,2019,1,20, 복대동,       300,        35,25,43113
2018,2019,1,20, 복대동,"     1,000",        45,40,43113
2011,2019,1,20, 복대동,"     3,000",         0,30,43113
2011,2019,1,21, 복대동,"     3,000",         0,20,43113
2011,2019,1,21, 복대동,"     4,000",         0,33,43113
2003,2019,1,21, 복대동,"     6,000",         0,56,43113
2010,2019,1,21, 복대동,"     4,500",         0,25,43113
2001,2019,1,22, 복대동,"     2,000",         0,25,43113
2015,2019,1,22, 복대동,"     3,000",         0,23,43113
1990,2019,1,22, 복대동,"     2,500",         0,35,43113
2018,2019,1,22, 복대동,"     4,500",         0,27,43113
,2019,1,22, 복대동,"     4,000",         0,15.82,43113
2005,2019,1,22, 복대동,"     4,000",         0,55,43113
2014,2019,1,23, 복대동,"     3,000",         0,20,43113
2008,2019,1,23, 복대동,       200,        30,30,43113
,2019,1,24, 복대동,       100,        14,23.14,43113
2001,2019,1,24, 복대동,"     2,300",         0,24,43113
2014,2019,1,24, 복대동,       300,        43,40,43113
2019,2019,1,24, 복대동,"     2,000",        25,25,43113
1987,2019,1,24, 복대동,"     3,000",         0,54.4,43113
2001,2019,1,24, 복대동,"     2,000",         0,24,43113
1994,2019,1,24, 복대동,"     2,300",         0,56,43113
2002,2019,1,25, 복대동,"     4,000",         0,66.68,43113
2013,2019,1,25, 복대동,"     6,000",         0,20,43113
2011,2019,1,25, 복대동,"     3,000",         0,20,43113
2012,2019,1,25, 복대동,"     1,500",        25,28,43113
2019,2019,1,26, 복대동,"     5,000",         0,25,43113
2017,2019,1,26, 복대동,"     4,500",         0,20,43113
2001,2019,1,26, 복대동,"     2,500",         0,27,43113
2014,2019,1,26, 복대동,"     3,300",         0,30,43113
2013,2019,1,26, 복대동,"     4,000",         0,27,43113
2014,2019,1,27, 복대동,"     3,500",         0,28,43113
2009,2019,1,27, 복대동,"     5,000",         0,59,43113
2012,2019,1,27, 복대동,"    12,000",         0,148.68,43113
2011,2019,1,28, 복대동,"     3,500",         0,33,43113
,2019,1,28, 복대동,       300,        41,40,43113
2001,2019,1,28, 복대동,"     2,000",        55,104.27,43113
2015,2019,1,29, 복대동,"     1,000",        45,39.6,43113
2019,2019,1,29, 복대동,"     5,000",         0,20,43113
2012,2019,1,30, 복대동,       200,        30,20,43113
2013,2019,1,31, 복대동,"     3,000",         0,15,43113
2002,2019,2,1, 복대동,"     4,500",         0,49,43113
2009,2019,2,1, 복대동,"     2,700",         0,25,43113
2002,2019,2,1, 복대동,"     5,000",         0,60,43113
2000,2019,2,1, 복대동,"     1,000",        20,20,43113
2000,2019,2,1, 복대동,"     3,500",         0,33,43113
2012,2019,2,1, 복대동,       200,        31,23,43113
2000,2019,2,2, 복대동,"     1,500",         0,25,43113
2014,2019,2,3, 복대동,"     4,000",         0,16,43113
2019,2019,2,4, 복대동,"     5,000",         5,28,43113
2016,2019,2,7, 복대동,"     5,000",         0,30,43113
2001,2019,2,7, 복대동,       100,        26,36.3,43113
,2019,2,7, 복대동,"     5,000",         0,97.76,43113
2007,2019,2,8, 복대동,       100,        30,30,43113
2010,2019,2,8, 복대동,"     4,500",         0,33,43113
2001,2019,2,8, 복대동,"     1,000",        23,25,43113
2008,2019,2,9, 복대동,       500,        32,45.2,43113
2002,2019,2,9, 복대동,"     3,000",         0,30,43113
2019,2019,2,9, 복대동,"     5,000",         0,14,43113
2014,2019,2,9, 복대동,"     3,500",         0,24,43113
2019,2019,2,9, 복대동,"     4,500",         0,25,43113
2013,2019,2,9, 복대동,"     3,000",         0,19,43113
2015,2019,2,9, 복대동,"     6,500",         0,45,43113
2002,2019,2,9, 복대동,"     3,500",         0,24,43113
2000,2019,2,9, 복대동,"     2,000",         0,36.3,43113
2016,2019,2,9, 복대동,"     8,000",         0,50,43113
2019,2019,2,9, 복대동,"     5,000",         0,25,43113
2014,2019,2,9, 복대동,"     3,500",         0,25,43113
2018,2019,2,9, 복대동,       500,        57,59.4,43113
2009,2019,2,9, 복대동,       200,        30,28,43113
2007,2019,2,9, 복대동,"     4,500",         0,25,43113
1980,2019,2,9, 복대동,"     5,300",         0,84.57,43113
2018,2019,2,9, 복대동,"     1,000",        55,59.4,43113
2003,2019,2,9, 복대동,"     1,500",        30,50,43113
2003,2019,2,10, 복대동,       100,        27,10,43113
1991,2019,2,10, 복대동,       300,        35,27,43113
2019,2019,2,10, 복대동,"     5,000",         0,23,43113
2018,2019,2,10, 복대동,       500,        50,39.6,43113
2007,2019,2,10, 복대동,"     4,500",         0,25,43113
2012,2019,2,10, 복대동,"     4,500",         0,50,43113
2001,2019,2,10, 복대동,"     3,000",         0,25,43113
2006,2019,2,11, 복대동,"     5,500",         0,60,43113
2010,2019,2,11, 복대동,"     4,000",         0,30,43113
2014,2019,2,11, 복대동,"     3,000",         0,25,43113
2019,2019,2,11, 복대동,"     5,000",         0,30,43113
2012,2019,2,11, 복대동,"     4,500",         0,28,43113
2008,2019,2,12, 복대동,"     3,000",         0,30,43113
1991,2019,2,12, 복대동,"     2,300",         0,45,43113
2014,2019,2,12, 복대동,"     3,000",         0,30,43113
2019,2019,2,12, 복대동,"     5,000",         0,14,43113
2000,2019,2,13, 복대동,"     2,500",         0,36,43113
2001,2019,2,13, 복대동,       200,        29,18.35,43113
2001,2019,2,13, 복대동,"     3,000",         0,26,43113
2019,2019,2,13, 복대동,"     4,500",         0,25,43113
2000,2019,2,13, 복대동,"     3,500",         0,27,43113
2016,2019,2,13, 복대동,"     8,000",         0,60,43113
1990,2019,2,13, 복대동,"     8,000",         0,75,43113
2003,2019,2,14, 복대동,"     6,700",         0,60,43113
2016,2019,2,14, 복대동,"     3,800",         0,14,43113
2016,2019,2,14, 복대동,"     6,000",         0,40,43113
2001,2019,2,14, 복대동,"     2,000",         0,24,43113
2000,2019,2,14, 복대동,"     2,500",         0,36,43113
2014,2019,2,15, 복대동,"     3,000",         0,20,43113
2013,2019,2,15, 복대동,"     5,000",         0,33,43113
2014,2019,2,15, 복대동,       300,        42,40,43113
2014,2019,2,15, 복대동,"     4,000",         0,28,43113
2003,2019,2,15, 복대동,"     3,000",         0,23,43113
2019,2019,2,15, 복대동,"     5,000",         0,20,43113
2014,2019,2,15, 복대동,       200,        25,20,43113
,2019,2,15, 복대동,"     4,500",         0,24.66,43113
2014,2019,2,16, 복대동,"     3,000",         0,20,43113
2012,2019,2,16, 복대동,"     2,000",         0,30,43113
2000,2019,2,16, 복대동,"     3,000",         0,20,43113
2007,2019,2,16, 복대동,"     4,300",         0,27,43113
2016,2019,2,16, 복대동,       500,        36,33,43113
2019,2019,2,17, 복대동,"     5,000",         0,25,43113
1998,2019,2,17, 복대동,"     2,500",         0,20,43113
2017,2019,2,17, 복대동,"     4,000",         0,30,43113
2003,2019,2,17, 복대동,"     2,700",         0,30,43113
2019,2019,2,17, 복대동,"     4,500",         0,25,43113
2019,2019,2,17, 복대동,       200,        35,20,43113
2013,2019,2,18, 복대동,       500,        43,23,43113
2014,2019,2,18, 복대동,"     4,000",         0,33,43113
2019,2019,2,18, 복대동,"     5,000",         0,25,43113
2001,2019,2,18, 복대동,"     2,000",         0,24,43113
2012,2019,2,18, 복대동,"     3,500",         0,25,43113
2003,2019,2,18, 복대동,"     5,000",         0,42.26,43113
2000,2019,2,18, 복대동,"     2,000",        40,66.34,43113
2012,2019,2,18, 복대동,"     4,500",         0,20,43113
2004,2019,2,19, 복대동,       200,        25,26,43113
2015,2019,2,19, 복대동,"     3,200",         0,24,43113
2001,2019,2,19, 복대동,"     1,000",        26,30,43113
2002,2019,2,19, 복대동,"     3,000",         0,30,43113
2000,2019,2,20, 복대동,"     3,300",         0,27,43113
2002,2019,2,20, 복대동,       100,        30,28,43113
2004,2019,2,20, 복대동,"     4,000",         0,40,43113
2001,2019,2,20, 복대동,"     3,000",         0,25,43113
2013,2019,2,20, 복대동,"     3,000",         0,15,43113
2004,2019,2,20, 복대동,"     4,000",         0,40,43113
2001,2019,2,20, 복대동,"     2,000",         0,25,43113
2003,2019,2,20, 복대동,"     5,500",         0,60,43113
2002,2019,2,20, 복대동,"     2,000",         0,24,43113
1994,2019,2,20, 복대동,"     3,000",         0,15,43113
1991,2019,2,21, 복대동,"     4,500",         0,58.39,43113
2012,2019,2,21, 복대동,       200,        23,35,43113
2016,2019,2,21, 복대동,       200,        37,33,43113
2001,2019,2,21, 복대동,       100,        23,29.44,43113
2018,2019,2,21, 복대동,"     7,500",         0,39.6,43113
2014,2019,2,21, 복대동,"     3,000",         0,18,43113
2003,2019,2,22, 복대동,"     4,500",         0,43,43113
2012,2019,2,22, 복대동,"     2,000",         0,20,43113
2012,2019,2,22, 복대동,"     5,500",         0,36.3,43113
2011,2019,2,22, 복대동,"     3,000",         0,14.72,43113
,2019,2,22, 복대동,"     6,000",         0,50.33,43113
2001,2019,2,22, 복대동,"     5,000",         0,45,43113
2013,2019,2,22, 복대동,       300,        35,27.47,43113
2014,2019,2,23, 복대동,"     1,000",        20,23,43113
2018,2019,2,23, 복대동,"     5,000",         0,20,43113
2014,2019,2,23, 복대동,"     3,000",         0,20.21,43113
2014,2019,2,23, 복대동,       300,        45,46.2,43113
2001,2019,2,23, 복대동,"     6,500",         0,59,43113
2014,2019,2,23, 복대동,"     3,500",         0,18,43113
2011,2019,2,23, 복대동,"     6,500",         0,39,43113
2008,2019,2,24, 복대동,"     4,000",         0,35,43113
2016,2019,2,24, 복대동,"     1,500",        23,30,43113
2000,2019,2,25, 복대동,       100,        25,33,43113
,2019,2,25, 복대동,"     5,500",         0,48.67,43113
2019,2019,2,25, 복대동,"     5,000",         0,23,43113
2011,2019,2,25, 복대동,"     3,700",         0,26.4,43113
1995,2019,2,25, 복대동,"     7,000",         0,55,43113
2013,2019,2,25, 복대동,"     3,900",         0,27,43113
2012,2019,2,25, 복대동,       400,        40,40,43113
1989,2019,2,26, 복대동,        50,        13,15,43113
2014,2019,2,26, 복대동,"     3,500",         0,20,43113
,2019,2,26, 복대동,"     2,500",         0,29.98,43113
,2019,2,26, 복대동,"     4,000",         0,13.62,43113
2017,2019,2,26, 복대동,"     3,000",        30,45,43113
2001,2019,2,26, 복대동,"     3,800",         0,30,43113
2001,2019,2,26, 복대동,"     2,500",         0,36,43113
1991,2019,2,27, 복대동,"     4,500",         0,50,43113
,2019,2,27, 복대동,"     4,000",         0,31.41,43113
2000,2019,2,27, 복대동,"     1,500",         0,29.7,43113
2016,2019,2,27, 복대동,"    15,000",         0,132.22,43113
,2019,2,28, 복대동,"     5,000",         0,28.43,43113
2007,2019,2,28, 복대동,"     3,500",         0,37.7,43113
2009,2019,2,28, 복대동,"    12,000",         0,138,43113
2019,2019,2,28, 복대동,"     5,000",         0,30,43113
2001,2019,2,28, 복대동,       100,        25,38,43113
2014,2019,2,28, 복대동,"     3,000",         0,26,43113
2001,2019,2,28, 복대동,"     2,500",         0,15,43113
1992,2019,3,1, 복대동,"     1,800",         0,25,43113
2008,2019,3,1, 복대동,       300,        35,30,43113
2013,2019,3,2, 복대동,"     3,000",         0,25,43113
2002,2019,3,4, 복대동,"     5,000",         0,50,43113
2015,2019,3,4, 복대동,"     4,800",         0,33,43113
2011,2019,3,4, 복대동,"     4,000",         0,33,43113
1990,2019,3,4, 복대동,"     2,000",         0,30.2,43113
2014,2019,3,4, 복대동,"     3,000",         0,26,43113
2010,2019,3,4, 복대동,"     3,000",         0,110,43113
,2019,3,5, 복대동,"     3,000",         0,24.26,43113
,2019,3,5, 복대동,"     4,000",         0,25,43113
2000,2019,3,5, 복대동,"     1,500",         0,33,43113
2012,2019,3,5, 복대동,       500,        41,61.75,43113
2002,2019,3,6, 복대동,"     4,500",         0,40,43113
2001,2019,3,6, 복대동,"     3,800",         0,30,43113
2007,2019,3,7, 복대동,"    15,000",         0,127.02,43113
2007,2019,3,7, 복대동,"    15,000",         0,127.02,43113
,2019,3,8, 복대동,"     3,000",         0,29.31,43113
2010,2019,3,9, 복대동,       200,        35,33,43113
,2019,3,9, 복대동,       100,        27,30.12,43113
2001,2019,3,10, 복대동,"     6,000",         0,39,43113
2015,2019,3,10, 복대동,"     3,000",        27,36.3,43113
2002,2019,3,10, 복대동,"     7,500",         0,57,43113
2014,2019,3,11, 복대동,"     3,000",         0,26,43113
2002,2019,3,11, 복대동,"     6,000",         0,45,43113
2001,2019,3,11, 복대동,"     2,700",         0,30,43113
2001,2019,3,11, 복대동,"     2,500",         0,30,43113
2014,2019,3,11, 복대동,"     3,000",         0,25,43113
2018,2019,3,11, 복대동,       200,        41,33,43113
2003,2019,3,11, 복대동,"     1,000",        50,52.89,43113
2011,2019,3,12, 복대동,"     6,000",         0,45,43113
,2019,3,14, 복대동,"     1,500",         0,43,43113
2015,2019,3,14, 복대동,"     3,000",         0,25,43113
2019,2019,3,15, 복대동,"    17,000",         0,135,43113
2009,2019,3,15, 복대동,       100,        28,30,43113
2012,2019,3,16, 복대동,"     5,500",         0,29.7,43113
2006,2019,3,16, 복대동,"     1,000",        65,129.06,43113
2011,2019,3,16, 복대동,       300,        31,25,43113
2018,2019,3,17, 복대동,"     4,000",         0,19.8,43113
2018,2019,3,17, 복대동,"     5,000",        77,120,43113
2002,2019,3,18, 복대동,"     6,000",         0,60,43113
2016,2019,3,18, 복대동,       200,        34,19.83,43113
2007,2019,3,18, 복대동,"     5,000",        50,130.75,43113
2018,2019,3,18, 복대동,       200,        35,28.12,43113
2011,2019,3,19, 복대동,"     3,500",         0,30,43113
,2019,3,19, 복대동,"     2,000",        40,93.04,43113
1992,2019,3,20, 복대동,       200,        20,39,43113
,2019,3,21, 복대동,"     4,000",         0,18.41,43113
2013,2019,3,21, 복대동,"     5,000",         0,38.14,43113
2000,2019,3,22, 복대동,"     2,000",        24,39.6,43113
,2019,3,22, 복대동,"     4,000",         0,39.58,43113
1998,2019,3,22, 복대동,"     6,000",        25,98.28,43113
2014,2019,3,22, 복대동,"     5,000",         0,55,43113
2002,2019,3,23, 복대동,"     7,000",         0,60,43113
2019,2019,3,24, 복대동,"     5,000",         0,18,43113
2016,2019,3,24, 복대동,       500,        48,47,43113
2001,2019,3,25, 복대동,"    10,000",         0,122.4,43113
,2019,3,25, 복대동,"     6,000",         0,73.71,43113
2001,2019,3,25, 복대동,"     6,000",         0,50,43113
2004,2019,3,25, 복대동,"     6,000",         0,50,43113
2001,2019,3,25, 복대동,"     2,000",         0,25,43113
2000,2019,3,26, 복대동,"     2,300",         0,30,43113
2001,2019,3,26, 복대동,       100,        30,30,43113
1992,2019,3,26, 복대동,"     2,500",         0,55,43113
2015,2019,3,27, 복대동,"     8,000",         0,55,43113
2012,2019,3,27, 복대동,"     7,000",         0,60,43113
2013,2019,3,27, 복대동,       200,        30,29.7,43113
,2019,3,27, 복대동,"     6,000",         0,49.43,43113
,2019,3,28, 복대동,"     4,000",         0,29.06,43113
2007,2019,3,28, 복대동,"     5,500",         0,38,43113
2012,2019,3,28, 복대동,"     5,000",         0,39,43113
2012,2019,3,28, 복대동,"     5,000",         0,30,43113
1989,2019,3,29, 복대동,"     9,000",         0,101.49,43113
2013,2019,3,29, 복대동,"     3,000",         0,25,43113
2001,2019,3,30, 복대동,       200,        28,34.14,43113
2008,2019,3,30, 복대동,       100,        30,33.12,43113
1998,2019,3,31, 복대동,"     3,000",         0,40,43113
2006,2019,3,31, 복대동,       300,        35,30,43113
,2019,3,31, 복대동,"     3,000",         0,40,43113
2016,2019,4,1, 복대동,"     6,500",         0,49.5,43113
2011,2019,4,1, 복대동,"     4,000",         0,29.7,43113
2002,2019,4,3, 복대동,"     2,500",         0,39.17,43113
2014,2019,4,3, 복대동,"     4,500",         0,27,43113
2007,2019,4,3, 복대동,       200,        30,29,43113
2001,2019,4,5, 복대동,"     2,500",         0,35,43113
2003,2019,4,5, 복대동,"     2,000",        30,59.4,43113
2000,2019,4,5, 복대동,"     2,500",         0,25.6,43113
2016,2019,4,5, 복대동,       500,        36,33,43113
2012,2019,4,6, 복대동,       200,        35,30,43113
2003,2019,4,6, 복대동,       500,        42,52.19,43113
2003,2019,4,6, 복대동,"     1,000",        40,50,43113
2018,2019,4,6, 복대동,"     5,000",         0,30,43113
2002,2019,4,6, 복대동,"     5,000",         0,61.23,43113
2018,2019,4,6, 복대동,"     8,000",         0,54.47,43113
2012,2019,4,7, 복대동,"     4,000",        25,49.5,43113
1993,2019,4,9, 복대동,"    10,000",         0,120.77,43113
2013,2019,4,9, 복대동,"     3,000",         0,10,43113
1993,2019,4,9, 복대동,"    10,000",         0,120.77,43113
1992,2019,4,9, 복대동,"     1,000",        35,80.76,43113
,2019,4,9, 복대동,"     6,000",         0,64.78,43113
,2019,4,9, 복대동,"     8,000",         0,153.17,43113
2011,2019,4,10, 복대동,"     4,000",         0,30,43113
2002,2019,4,10, 복대동,"     1,000",        30,50,43113
2012,2019,4,12, 복대동,"     5,000",         0,29,43113
2002,2019,4,12, 복대동,       100,        27,29.44,43113
2014,2019,4,12, 복대동,       200,        32,26.4,43113
2012,2019,4,13, 복대동,       500,        55,49,43113
2003,2019,4,13, 복대동,       300,        40,40,43113
2012,2019,4,14, 복대동,"    10,000",         0,111.13,43113
2014,2019,4,15, 복대동,"     5,000",         0,55,43113
1993,2019,4,15, 복대동,"     2,500",         0,30,43113
2001,2019,4,15, 복대동,"     1,000",        30,45,43113
2004,2019,4,16, 복대동,"     6,000",         0,60,43113
2003,2019,4,17, 복대동,       300,        40,43,43113
2007,2019,4,17, 복대동,"     4,500",         0,35,43113
2012,2019,4,18, 복대동,       200,        35,30,43113
2013,2019,4,18, 복대동,"     6,000",         0,55,43113
2014,2019,4,19, 복대동,       200,        26,25,43113
