矫焙备,锅瘤,档肺炼扒,拌距搁利(С),傈岿技备盒,拌距斥岿,拌距老,焊刘陛(父盔),岿技(父盔)
面没合档 没林蕊傣备 汗措悼,3**,12m固父,33,傈技,202003,2,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,33,傈技,201905,2,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,7**,8m固父,33,傈技,202003,3,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,8**,25m固父,33,傈技,201906,4,"         1,800",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,33,傈技,202002,4,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201909,4,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201909,4,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,33,傈技,201908,5,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,33,傈技,201907,5,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,33,傈技,201906,6,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,33,傈技,202002,7,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1***,-,33,傈技,201906,8,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,8**,12m固父,33,傈技,201912,8,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,-,33,傈技,201912,10,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,33,傈技,202002,10,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201912,10,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201912,10,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,8**,25m固父,33,傈技,201909,11,"         1,800",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,33,傈技,201906,13,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,33,傈技,201907,13,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,33,傈技,202002,13,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,33,傈技,201912,13,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,*,12m固父,33,傈技,202003,13,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,9**,25m固父,33,傈技,201907,14,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,33,傈技,201908,15,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,33,傈技,201907,16,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,33,傈技,201905,16,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201906,16,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,202002,17,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201911,18,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201912,18,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,33,傈技,201905,21,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,-,33,傈技,202003,21,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1***,-,33,傈技,202002,22,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201905,23,"         2,800",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,33,傈技,201907,23,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201911,23,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,1**,-,33,傈技,202004,24,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,33,傈技,201905,25,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,33,傈技,201912,27,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201909,27,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,33,傈技,201909,28,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201910,28,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201911,28,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201907,29,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33,傈技,201907,30,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,33,傈技,201909,30,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,33.05,岿技,201912,3,           200,            32
面没合档 没林蕊傣备 汗措悼,3***,12m固父,33.17,岿技,202002,14,           300,            31
面没合档 没林蕊傣备 汗措悼,8**,8m固父,33.36,岿技,202002,21,"         1,500",            30
面没合档 没林蕊傣备 汗措悼,3**,25m固父,33.36,傈技,202002,1,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,8**,25m固父,33.84,傈技,201905,25,"         1,750",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,34,岿技,201909,21,"         1,000",            30
面没合档 没林蕊傣备 汗措悼,2***,12m固父,35,岿技,201912,15,"         1,000",            30
面没合档 没林蕊傣备 汗措悼,2***,8m固父,35,岿技,202002,18,           300,            25
面没合档 没林蕊傣备 汗措悼,1***,12m固父,35,岿技,201910,24,"         1,000",            35
面没合档 没林蕊傣备 汗措悼,2***,8m固父,35,岿技,202001,28,"         1,500",             8
面没合档 没林蕊傣备 汗措悼,3**,12m固父,35,岿技,201910,30,"         2,000",             7
面没合档 没林蕊傣备 汗措悼,9**,8m固父,35,岿技,201910,31,           200,            38
面没合档 没林蕊傣备 汗措悼,1***,8m固父,35,傈技,201907,6,"         1,800",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,35,傈技,201911,7,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,35,傈技,202003,7,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,35,傈技,202002,10,"         2,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,35,傈技,202002,11,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,35,傈技,201906,11,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,35,傈技,201910,14,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,35,傈技,202004,16,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,35,傈技,201906,17,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,35,傈技,202004,18,"         2,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,35,傈技,202003,20,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,35,傈技,201912,20,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,35,傈技,201911,22,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,4*,8m固父,35.12,傈技,202004,10,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,9**,-,36,岿技,201908,15,           300,            40
面没合档 没林蕊傣备 汗措悼,3***,12m固父,36,岿技,202002,23,           300,            35
面没合档 没林蕊傣备 汗措悼,3***,12m固父,36,傈技,202004,16,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,36,傈技,202003,18,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,36,傈技,201910,25,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,36.36,岿技,201905,4,"         1,000",            37
面没合档 没林蕊傣备 汗措悼,2**,8m固父,36.6,岿技,201912,4,           300,            33
面没合档 没林蕊傣备 汗措悼,4**,12m固父,37,岿技,202001,2,           400,            45
面没合档 没林蕊傣备 汗措悼,8**,-,37,岿技,201907,21,"         2,000",            40
面没合档 没林蕊傣备 汗措悼,3***,12m固父,37,傈技,202002,6,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,37,傈技,201912,20,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,37,傈技,202003,30,"         2,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,37,傈技,202001,30,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,37.02,傈技,202003,16,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,37.08,傈技,202004,4,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,37.08,傈技,202004,4,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,8**,12m固父,37.17,傈技,202001,21,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1**,25m固父,37.48,岿技,201911,28,"         1,500",            20
面没合档 没林蕊傣备 汗措悼,1***,8m固父,37.5,傈技,201909,25,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,37.6,傈技,202002,13,"         2,300",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,37.95,傈技,202003,4,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,38,岿技,201905,28,"         3,000",            12
面没合档 没林蕊傣备 汗措悼,1***,12m固父,38,傈技,202001,13,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,38,傈技,202002,14,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,38,傈技,201906,28,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,38.5,傈技,201909,5,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,39,岿技,202003,2,"         1,000",            30
面没合档 没林蕊傣备 汗措悼,1***,8m固父,39,岿技,202004,7,"         1,000",            30
面没合档 没林蕊傣备 汗措悼,8**,12m固父,39,岿技,201908,28,           400,            39
面没合档 没林蕊傣备 汗措悼,3***,-,39,傈技,201909,3,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,39,傈技,202001,6,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,39,傈技,201911,25,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,12m固父,39.14,傈技,202001,18,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,9**,8m固父,39.6,岿技,201912,11,           500,            48
面没合档 没林蕊傣备 汗措悼,2***,12m固父,39.6,岿技,201906,12,           300,            37
面没合档 没林蕊傣备 汗措悼,2***,12m固父,39.6,岿技,201911,13,           200,            35
面没合档 没林蕊傣备 汗措悼,9**,8m固父,39.6,岿技,201909,28,           300,            38
面没合档 没林蕊傣备 汗措悼,1***,12m固父,39.6,傈技,201911,10,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3*,-,39.6,傈技,202003,14,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,7**,25m固父,39.6,傈技,202001,22,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,3**,25m固父,39.6,傈技,201908,25,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,1***,-,39.6,傈技,201910,27,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1**,-,39.66,傈技,202004,16,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,39.66,傈技,202004,16,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1**,-,39.66,傈技,202004,17,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,39.78,傈技,201907,15,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,39.78,傈技,201907,22,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,岿技,201909,4,           300,            45
面没合档 没林蕊傣备 汗措悼,3*,12m固父,40,岿技,201912,5,           500,            48
面没合档 没林蕊傣备 汗措悼,3*,12m固父,40,岿技,202002,7,"         1,000",            44
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,岿技,202002,8,"         2,500",            20
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,岿技,201906,11,           300,            45
面没合档 没林蕊傣备 汗措悼,2***,12m固父,40,岿技,201907,12,           300,            35
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,岿技,201912,14,           500,            41
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,岿技,202002,15,           200,            30
面没合档 没林蕊傣备 汗措悼,2**,8m固父,40,岿技,201905,16,           200,            30
面没合档 没林蕊傣备 汗措悼,9**,8m固父,40,岿技,202003,16,           500,            48
面没合档 没林蕊傣备 汗措悼,1**,8m固父,40,岿技,201907,22,           300,            45
面没合档 没林蕊傣备 汗措悼,4*,8m固父,40,岿技,201912,29,           500,            36
面没合档 没林蕊傣备 汗措悼,2***,12m固父,40,傈技,202004,1,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3**,25m固父,40,傈技,201907,2,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,傈技,201912,2,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,40,傈技,201905,3,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,傈技,201907,3,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,40,傈技,201906,3,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,40,傈技,201908,5,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,40,傈技,202003,5,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,40,傈技,202001,5,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,傈技,201912,7,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,7**,8m固父,40,傈技,201909,8,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,40,傈技,201912,9,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,4**,12m固父,40,傈技,201910,9,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,40,傈技,201906,10,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,4**,12m固父,40,傈技,201909,11,"         9,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,傈技,202003,12,"         2,700",             0
面没合档 没林蕊傣备 汗措悼,3**,-,40,傈技,201907,12,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,40,傈技,202004,13,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,傈技,201910,16,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,傈技,201907,19,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,40,傈技,202002,23,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,7*,8m固父,40,傈技,202003,23,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40,傈技,201906,24,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,傈技,201910,25,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,6*,-,40,傈技,201912,27,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40,傈技,201909,28,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40.12,岿技,201910,1,           300,            39
面没合档 没林蕊傣备 汗措悼,3***,12m固父,40.12,岿技,201909,7,           500,            36
面没合档 没林蕊傣备 汗措悼,2***,12m固父,40.5,傈技,201907,15,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40.5,傈技,201912,23,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,40.65,傈技,201909,19,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,7**,12m固父,40.69,傈技,201910,17,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,3***,25m固父,40.91,傈技,201912,6,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,3***,25m固父,40.91,傈技,201911,19,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,40.98,傈技,202003,5,"         2,800",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,41,傈技,202002,1,"         2,200",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,41.04,岿技,202003,12,           400,            23
面没合档 没林蕊傣备 汗措悼,2***,12m固父,41.04,傈技,201907,8,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,1**,8m固父,41.25,傈技,201909,21,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,42,岿技,201906,14,           300,            35
面没合档 没林蕊傣备 汗措悼,3***,12m固父,42,傈技,201911,2,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,3**,12m固父,42,傈技,201906,17,"         5,200",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,42.3,傈技,201909,2,"         2,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,42.4,傈技,201905,16,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,42.54,傈技,201911,16,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,8**,25m固父,42.56,傈技,201909,16,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,42.68,傈技,201911,7,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,42.9,傈技,201908,3,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1*,12m固父,42.9,傈技,202003,27,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,42.97,岿技,201908,17,"         1,200",            46
面没合档 没林蕊傣备 汗措悼,5*,8m固父,42.97,岿技,201908,17,"         1,200",            46
面没合档 没林蕊傣备 汗措悼,1***,8m固父,43,岿技,201906,12,           200,            21
面没合档 没林蕊傣备 汗措悼,7**,12m固父,43,岿技,201905,18,"         5,000",            25
面没合档 没林蕊傣备 汗措悼,1***,8m固父,43,傈技,202001,14,"         2,700",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,43,傈技,202001,22,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,43.12,岿技,201905,17,           200,            46
面没合档 没林蕊傣备 汗措悼,3***,12m固父,44.12,岿技,202004,11,"         1,000",            36
面没合档 没林蕊傣备 汗措悼,2***,8m固父,44.21,傈技,201911,21,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,岿技,202001,1,           500,            45
面没合档 没林蕊傣备 汗措悼,2***,25m固父,45,岿技,202004,4,"         1,000",            32
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,岿技,201905,7,           300,            36
面没合档 没林蕊傣备 汗措悼,8**,12m固父,45,岿技,201911,7,           300,            45
面没合档 没林蕊傣备 汗措悼,3***,12m固父,45,岿技,202004,8,           500,            53
面没合档 没林蕊傣备 汗措悼,8**,8m固父,45,岿技,202004,10,           500,            50
面没合档 没林蕊傣备 汗措悼,3***,12m固父,45,岿技,201910,18,           300,            37
面没合档 没林蕊傣备 汗措悼,1***,8m固父,45,岿技,201906,18,"         1,700",            30
面没合档 没林蕊傣备 汗措悼,3*,12m固父,45,岿技,201909,20,           500,            60
面没合档 没林蕊傣备 汗措悼,3***,-,45,岿技,202001,20,           500,            42
面没合档 没林蕊傣备 汗措悼,8**,12m固父,45,岿技,201912,21,           500,            50
面没合档 没林蕊傣备 汗措悼,3***,12m固父,45,岿技,201910,25,           300,            41
面没合档 没林蕊傣备 汗措悼,3***,25m固父,45,岿技,202001,29,           100,            37
面没合档 没林蕊傣备 汗措悼,4**,12m固父,45,傈技,201906,10,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,4**,12m固父,45,傈技,201906,10,"        10,000",             0
面没合档 没林蕊傣备 汗措悼,7*,8m固父,45,傈技,202002,12,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,45,傈技,202004,13,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,45,傈技,202004,13,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1**,-,45,傈技,202004,13,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,45,傈技,201912,13,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,傈技,201906,15,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,3***,-,45,傈技,202003,15,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,45,傈技,202003,15,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,45,傈技,201906,16,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,1*,8m固父,45,傈技,201909,17,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,45,傈技,201906,18,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,45,傈技,202004,18,"         7,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,傈技,202001,21,"         2,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,傈技,201906,21,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,9**,8m固父,45,傈技,201912,22,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,45,傈技,201908,22,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,45,傈技,202003,22,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,傈技,201906,23,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45,傈技,201909,24,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,45,傈技,201906,25,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,45,傈技,201906,29,"         3,500",             0
面没合档 没林蕊傣备 汗措悼,8**,8m固父,45,傈技,201905,31,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,45.84,傈技,202004,25,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,46,傈技,202003,19,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,46.2,岿技,202001,2,"         3,000",            33
面没合档 没林蕊傣备 汗措悼,2***,8m固父,46.2,岿技,201910,30,"         3,000",            35
面没合档 没林蕊傣备 汗措悼,3***,12m固父,46.2,傈技,202004,8,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,46.2,傈技,201905,25,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,46.2,傈技,201909,28,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,46.22,傈技,201909,5,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,46.27,岿技,201905,17,           500,            50
面没合档 没林蕊傣备 汗措悼,2**,8m固父,46.28,傈技,201905,4,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,46.28,傈技,201911,11,"         3,000",             0
面没合档 没林蕊傣备 汗措悼,3*,8m固父,46.41,岿技,201908,31,           300,            25
面没合档 没林蕊傣备 汗措悼,2***,12m固父,46.71,傈技,202002,5,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,-,46.8,傈技,202001,30,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,47,岿技,202002,11,           200,            20
面没合档 没林蕊傣备 汗措悼,1***,12m固父,47.01,傈技,202001,29,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,3***,12m固父,47.26,傈技,202004,14,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,47.42,傈技,201912,26,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,48,傈技,201905,8,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,48,傈技,201905,9,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,5*,8m固父,48,傈技,201912,23,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2**,8m固父,48,傈技,201906,29,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,1***,25m固父,48.5,傈技,201907,10,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,1**,12m固父,48.6,傈技,201910,17,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,48.67,傈技,201910,23,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,48.92,傈技,201911,12,"         6,500",             0
面没合档 没林蕊傣备 汗措悼,2*,8m固父,48.94,傈技,202004,20,"         5,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49,岿技,201911,21,"         3,000",            30
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49,岿技,201911,22,"         6,000",            10
面没合档 没林蕊傣备 汗措悼,1*,8m固父,49,岿技,201912,24,           300,            25
面没合档 没林蕊傣备 汗措悼,2*,8m固父,49,岿技,201910,24,"         2,000",            32
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49,岿技,202002,28,"         2,000",            25
面没合档 没林蕊傣备 汗措悼,8**,8m固父,49,傈技,202002,8,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49,傈技,201908,10,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49,傈技,202003,22,"         4,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49.06,傈技,201905,9,"         6,000",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49.09,傈技,201908,23,"         5,500",             0
面没合档 没林蕊傣备 汗措悼,2***,12m固父,49.22,傈技,201912,23,"         4,500",             0
面没合档 没林蕊傣备 汗措悼,2***,8m固父,49.5,傈技,201908,12,"         2,500",             0
面没合档 没林蕊傣备 汗措悼,3***,-,49.5,傈技,201905,12,"         8,000",             0
面没合档 没林蕊傣备 汗措悼,1***,8m固父,49.5,傈技,201911,17,"         7,000",             0
面没合档 没林蕊傣备 汗措悼,4**,12m固父,49.5,傈技,201909,21,"        12,000",             0
